"","date","returns","symbol"
"362",2014-10-01,-0.0135126359309636,"dcds"
"363",2014-11-01,-0.0140931818824135,"dcds"
"364",2014-12-01,-0.0645876569475478,"dcds"
"365",2015-01-01,-0.0425848275581125,"dcds"
"366",2015-02-01,0.0261138354154842,"dcds"
"367",2015-03-01,0.0174439726645126,"dcds"
"368",2015-04-01,-0.0536785345604918,"dcds"
"369",2015-05-01,-0.00048733983315552,"dcds"
"370",2015-06-01,0.0527217231274955,"dcds"
"371",2015-07-01,0.0390843239451948,"dcds"
"372",2015-08-01,0.0356317002752848,"dcds"
"373",2015-09-01,-0.0355312572801539,"dcds"
"374",2015-10-01,0.0200426091422334,"dcds"
"375",2015-11-01,0.0531976961299023,"dcds"
"376",2015-12-01,-0.0306375161278077,"dcds"
"377",2016-01-01,0.0154857688512535,"dcds"
"378",2016-02-01,-0.0458560630427109,"dcds"
"379",2016-03-01,0.0476619591701137,"dcds"
"380",2016-04-01,0.00779303582473378,"dcds"
"381",2016-05-01,0.0449979893020775,"dcds"
"382",2016-06-01,0.0344569825102636,"dcds"
"383",2016-07-01,0.0573382098692652,"dcds"
"384",2016-08-01,0.0185657483711221,"dcds"
"385",2016-09-01,0.0560850250482809,"dcds"
"386",2016-10-01,0.00104657086386406,"dcds"
"387",2016-11-01,-0.0226491470427603,"dcds"
"388",2016-12-01,-0.00306888771703573,"dcds"
"389",2017-01-01,-0.0126995340405739,"dcds"
"390",2017-02-01,0.0268893130923618,"dcds"
"391",2017-03-01,0.0201677500335598,"dcds"
"392",2017-04-01,0.031924522571118,"dcds"
"393",2017-05-01,-0.00630899379157157,"dcds"
"394",2017-06-01,0.0384885973749189,"dcds"
"395",2017-07-01,0.043773516499902,"dcds"
"396",2017-08-01,-0.00535634083353265,"dcds"
"397",2017-09-01,0.0160630381159488,"dcds"
"398",2017-10-01,0.0330099421767627,"dcds"
"399",2017-11-01,0.0240863182943263,"dcds"
"400",2017-12-01,0.124069701271296,"dcds"
"401",2018-01-01,0.035074948206524,"dcds"
"402",2018-02-01,0.0939545686809176,"dcds"
"403",2018-03-01,0.0253334651745292,"dcds"
"404",2018-04-01,0.0553126508890647,"dcds"
"405",2018-05-01,-0.0842377329519141,"dcds"
"406",2018-06-01,-0.0502628731639473,"dcds"
"407",2018-07-01,-0.0548395474114824,"dcds"
"408",2018-08-01,-0.0107534173023668,"dcds"
"409",2018-09-01,0.0290915025867919,"dcds"
"410",2018-10-01,0.0238364283787309,"dcds"
"411",2018-11-01,-0.101861316485716,"dcds"
"412",2018-12-01,-0.00247535183723357,"dcds"
"413",2019-01-01,-0.00543971649010744,"dcds"
"414",2019-02-01,0.000337651692194241,"dcds"
"415",2019-03-01,0.0481780831656047,"dcds"
"416",2019-04-01,0.0023911003539927,"dcds"
"417",2019-05-01,-0.00328305157229081,"dcds"
"418",2019-06-01,-0.0176256652569347,"dcds"
"419",2019-07-01,0.0133536731871828,"dcds"
"420",2019-08-01,0.0427740610437388,"dcds"
"421",2019-09-01,0.0125654272542282,"dcds"
"422",2019-10-01,0.0272834408006324,"dcds"
"423",2019-11-01,0.00822213568117114,"dcds"
"424",2019-12-01,-0.0404525592493241,"dcds"
"425",2020-01-01,0.0106900768129925,"dcds"
"426",2020-02-01,-0.0195238199241171,"dcds"
"427",2020-03-01,-0.0181137765016475,"dcds"
"428",2020-04-01,-0.223293364329704,"dcds"
"429",2020-05-01,0.128034212224593,"dcds"
"430",2020-06-01,0.125343814024179,"dcds"
"431",2020-07-01,-0.039675212583638,"dcds"
"432",2020-08-01,-0.0404488519852912,"dcds"
"433",2020-09-01,0.120826452587806,"dcds"
